event_id,service,environment,region,observed_at,latency_ms,error_count,timeout_count,traffic_rpm,cpu_percent,memory_percent,label,severity,incident_id
checkout_08662,checkout,production,us-east-1,2026-03-08T00:22:00+00:00,191.94,0,0,1433.1,46.04,58.54,0,,
checkout_08663,checkout,production,us-east-1,2026-03-08T00:23:00+00:00,156.49,0,0,1357.19,45.91,60.71,0,,
checkout_08664,checkout,production,us-east-1,2026-03-08T00:24:00+00:00,179.62,0,0,1384.33,47.0,60.21,0,,
checkout_08665,checkout,production,us-east-1,2026-03-08T00:25:00+00:00,179.49,0,0,1520.16,45.86,59.78,0,,
checkout_08666,checkout,production,us-east-1,2026-03-08T00:26:00+00:00,173.85,0,0,1467.49,43.57,59.1,0,,
checkout_08667,checkout,production,us-east-1,2026-03-08T00:27:00+00:00,185.71,0,0,1401.9,43.62,57.55,0,,
checkout_08668,checkout,production,us-east-1,2026-03-08T00:28:00+00:00,182.88,0,0,1399.16,52.96,57.0,0,,
checkout_08669,checkout,production,us-east-1,2026-03-08T00:29:00+00:00,169.83,0,0,1436.12,40.9,59.56,0,,
checkout_08670,checkout,production,us-east-1,2026-03-08T00:30:00+00:00,180.9,1,0,1386.01,48.16,61.31,0,,
checkout_08671,checkout,production,us-east-1,2026-03-08T00:31:00+00:00,159.18,1,0,1393.1,47.91,61.2,0,,
checkout_08672,checkout,production,us-east-1,2026-03-08T00:32:00+00:00,193.11,0,0,1356.48,49.58,55.96,0,,
checkout_08673,checkout,production,us-east-1,2026-03-08T00:33:00+00:00,187.22,0,0,1435.27,47.25,60.99,0,,
checkout_08674,checkout,production,us-east-1,2026-03-08T00:34:00+00:00,174.89,0,1,1471.67,48.32,56.03,0,,
checkout_08675,checkout,production,us-east-1,2026-03-08T00:35:00+00:00,185.23,0,1,1389.13,47.88,57.2,0,,
checkout_08676,checkout,production,us-east-1,2026-03-08T00:36:00+00:00,166.26,0,0,1495.79,48.06,55.88,0,,
checkout_08677,checkout,production,us-east-1,2026-03-08T00:37:00+00:00,179.53,0,0,1485.59,46.33,60.65,0,,
checkout_08678,checkout,production,us-east-1,2026-03-08T00:38:00+00:00,168.39,0,0,1484.51,47.8,56.42,0,,
checkout_08679,checkout,production,us-east-1,2026-03-08T00:39:00+00:00,212.94,0,0,1443.85,45.99,59.59,0,,
checkout_08680,checkout,production,us-east-1,2026-03-08T00:40:00+00:00,181.35,0,0,1449.11,47.74,56.3,0,,
checkout_08681,checkout,production,us-east-1,2026-03-08T00:41:00+00:00,163.58,1,0,1468.36,52.37,57.82,0,,
checkout_08682,checkout,production,us-east-1,2026-03-08T00:42:00+00:00,172.52,0,0,1582.28,53.03,56.46,0,,
checkout_08683,checkout,production,us-east-1,2026-03-08T00:43:00+00:00,172.92,1,1,1475.39,48.3,57.74,0,,
checkout_08684,checkout,production,us-east-1,2026-03-08T00:44:00+00:00,193.28,0,1,1418.09,46.48,60.02,0,,
checkout_08685,checkout,production,us-east-1,2026-03-08T00:45:00+00:00,189.96,0,0,1594.69,49.26,59.4,0,,
checkout_08686,checkout,production,us-east-1,2026-03-08T00:46:00+00:00,183.46,0,0,1547.44,47.14,55.45,0,,
checkout_08687,checkout,production,us-east-1,2026-03-08T00:47:00+00:00,182.65,0,0,1588.98,46.47,62.62,0,,
checkout_08688,checkout,production,us-east-1,2026-03-08T00:48:00+00:00,188.6,1,0,1533.54,47.13,61.84,0,,
checkout_08689,checkout,production,us-east-1,2026-03-08T00:49:00+00:00,191.58,0,0,1532.99,45.7,57.9,0,,
checkout_08690,checkout,production,us-east-1,2026-03-08T00:50:00+00:00,155.17,0,0,1599.23,48.53,58.57,0,,
checkout_08691,checkout,production,us-east-1,2026-03-08T00:51:00+00:00,217.54,1,0,1443.61,51.5,59.53,0,,
checkout_08692,checkout,production,us-east-1,2026-03-08T00:52:00+00:00,200.48,2,0,1479.4,43.68,55.93,0,,
checkout_08693,checkout,production,us-east-1,2026-03-08T00:53:00+00:00,172.3,0,0,1525.38,45.01,55.06,0,,
checkout_08694,checkout,production,us-east-1,2026-03-08T00:54:00+00:00,172.89,0,0,1489.44,49.64,58.28,0,,
checkout_08695,checkout,production,us-east-1,2026-03-08T00:55:00+00:00,182.24,0,0,1491.88,44.49,55.7,0,,
checkout_08696,checkout,production,us-east-1,2026-03-08T00:56:00+00:00,211.21,0,0,1430.8,51.3,58.98,0,,
checkout_08697,checkout,production,us-east-1,2026-03-08T00:57:00+00:00,187.37,0,0,1521.17,53.3,55.02,0,,
checkout_08698,checkout,production,us-east-1,2026-03-08T00:58:00+00:00,175.99,0,0,1448.01,46.46,61.21,0,,
checkout_08699,checkout,production,us-east-1,2026-03-08T00:59:00+00:00,165.51,0,0,1537.13,45.56,55.51,0,,
checkout_08700,checkout,production,us-east-1,2026-03-08T01:00:00+00:00,193.39,0,0,1611.28,52.61,56.26,0,,
checkout_08701,checkout,production,us-east-1,2026-03-08T01:01:00+00:00,177.2,1,1,1514.79,52.87,58.55,0,,
checkout_08702,checkout,production,us-east-1,2026-03-08T01:02:00+00:00,190.92,0,0,1470.34,52.29,55.99,0,,
checkout_08703,checkout,production,us-east-1,2026-03-08T01:03:00+00:00,177.42,0,0,1588.82,48.16,62.4,0,,
checkout_08704,checkout,production,us-east-1,2026-03-08T01:04:00+00:00,178.78,1,0,1522.49,50.45,58.43,0,,
checkout_08705,checkout,production,us-east-1,2026-03-08T01:05:00+00:00,184.75,0,0,1377.21,48.36,59.45,0,,
checkout_08706,checkout,production,us-east-1,2026-03-08T01:06:00+00:00,201.74,0,0,1366.65,51.78,57.88,0,,
checkout_08707,checkout,production,us-east-1,2026-03-08T01:07:00+00:00,186.33,1,0,1592.0,50.34,60.81,0,,
checkout_08708,checkout,production,us-east-1,2026-03-08T01:08:00+00:00,160.36,0,0,1443.57,47.41,58.37,0,,
checkout_08709,checkout,production,us-east-1,2026-03-08T01:09:00+00:00,187.07,1,0,1537.02,42.73,60.6,0,,
checkout_08710,checkout,production,us-east-1,2026-03-08T01:10:00+00:00,157.91,0,0,1599.21,49.08,56.58,0,,
checkout_08711,checkout,production,us-east-1,2026-03-08T01:11:00+00:00,185.01,1,0,1499.5,44.88,59.88,0,,
checkout_08712,checkout,production,us-east-1,2026-03-08T01:12:00+00:00,209.5,1,0,1458.42,50.07,61.22,0,,
checkout_08713,checkout,production,us-east-1,2026-03-08T01:13:00+00:00,197.53,0,0,1549.28,51.19,61.73,0,,
checkout_08714,checkout,production,us-east-1,2026-03-08T01:14:00+00:00,210.9,0,0,1495.62,48.0,59.21,0,,
checkout_08715,checkout,production,us-east-1,2026-03-08T01:15:00+00:00,190.89,0,1,1589.68,47.51,60.07,0,,
checkout_08716,checkout,production,us-east-1,2026-03-08T01:16:00+00:00,196.98,1,0,1563.19,46.75,58.79,0,,
checkout_08717,checkout,production,us-east-1,2026-03-08T01:17:00+00:00,179.8,1,1,1636.57,49.49,57.15,0,,
checkout_08718,checkout,production,us-east-1,2026-03-08T01:18:00+00:00,199.19,0,0,1514.11,50.38,63.23,0,,
checkout_08719,checkout,production,us-east-1,2026-03-08T01:19:00+00:00,211.63,1,0,1549.54,52.59,60.54,0,,
checkout_08720,checkout,production,us-east-1,2026-03-08T01:20:00+00:00,180.91,1,1,1561.56,43.97,60.91,0,,
checkout_08721,checkout,production,us-east-1,2026-03-08T01:21:00+00:00,200.12,0,0,1575.52,54.72,60.85,0,,
checkout_08722,checkout,production,us-east-1,2026-03-08T01:22:00+00:00,179.96,0,0,1599.24,45.61,59.82,0,,
checkout_08723,checkout,production,us-east-1,2026-03-08T01:23:00+00:00,187.27,0,0,1591.16,49.68,58.76,0,,
checkout_08724,checkout,production,us-east-1,2026-03-08T01:24:00+00:00,160.69,0,0,1552.75,52.03,59.1,0,,
checkout_08725,checkout,production,us-east-1,2026-03-08T01:25:00+00:00,181.86,0,0,1554.34,47.59,60.67,0,,
checkout_08726,checkout,production,us-east-1,2026-03-08T01:26:00+00:00,194.2,1,0,1573.32,49.72,58.88,0,,
checkout_08727,checkout,production,us-east-1,2026-03-08T01:27:00+00:00,159.65,3,1,1557.45,48.77,56.42,0,,
checkout_08728,checkout,production,us-east-1,2026-03-08T01:28:00+00:00,188.82,0,0,1534.75,49.22,56.65,0,,
checkout_08729,checkout,production,us-east-1,2026-03-08T01:29:00+00:00,165.34,0,1,1498.97,48.34,63.25,0,,
checkout_08730,checkout,production,us-east-1,2026-03-08T01:30:00+00:00,160.02,0,0,1644.26,48.06,58.5,0,,
checkout_08731,checkout,production,us-east-1,2026-03-08T01:31:00+00:00,186.4,0,0,1530.21,49.08,60.14,0,,
checkout_08732,checkout,production,us-east-1,2026-03-08T01:32:00+00:00,200.99,1,0,1500.48,46.44,57.94,0,,
checkout_08733,checkout,production,us-east-1,2026-03-08T01:33:00+00:00,206.15,2,0,1606.51,48.68,58.13,0,,
checkout_08734,checkout,production,us-east-1,2026-03-08T01:34:00+00:00,182.52,0,0,1578.67,46.87,62.33,0,,
checkout_08735,checkout,production,us-east-1,2026-03-08T01:35:00+00:00,183.08,1,0,1559.85,48.73,59.32,0,,
checkout_08736,checkout,production,us-east-1,2026-03-08T01:36:00+00:00,182.32,0,0,1524.85,52.6,60.92,0,,
checkout_08737,checkout,production,us-east-1,2026-03-08T01:37:00+00:00,167.96,0,0,1543.52,45.25,59.92,0,,
checkout_08738,checkout,production,us-east-1,2026-03-08T01:38:00+00:00,218.63,0,0,1525.29,46.77,64.0,0,,
checkout_08739,checkout,production,us-east-1,2026-03-08T01:39:00+00:00,201.48,1,0,1431.05,52.18,60.91,0,,
checkout_08740,checkout,production,us-east-1,2026-03-08T01:40:00+00:00,162.91,1,0,1676.96,46.66,62.93,0,,
checkout_08741,checkout,production,us-east-1,2026-03-08T01:41:00+00:00,196.47,1,0,1518.73,48.41,58.97,0,,
checkout_08742,checkout,production,us-east-1,2026-03-08T01:42:00+00:00,204.74,0,0,1513.73,52.05,59.26,0,,
checkout_08743,checkout,production,us-east-1,2026-03-08T01:43:00+00:00,204.21,1,0,1769.76,54.59,58.07,0,,
checkout_08744,checkout,production,us-east-1,2026-03-08T01:44:00+00:00,181.26,1,0,1414.52,53.92,57.98,0,,
checkout_08745,checkout,production,us-east-1,2026-03-08T01:45:00+00:00,196.93,0,0,1711.56,52.9,58.24,0,,
checkout_08746,checkout,production,us-east-1,2026-03-08T01:46:00+00:00,186.08,1,0,1622.7,49.31,55.93,0,,
checkout_08747,checkout,production,us-east-1,2026-03-08T01:47:00+00:00,163.68,1,0,1659.81,48.48,58.78,0,,
checkout_08748,checkout,production,us-east-1,2026-03-08T01:48:00+00:00,191.2,1,0,1468.66,48.7,59.33,0,,
checkout_08749,checkout,production,us-east-1,2026-03-08T01:49:00+00:00,196.12,1,0,1552.62,46.92,55.74,0,,
checkout_08750,checkout,production,us-east-1,2026-03-08T01:50:00+00:00,212.44,0,0,1590.41,54.12,60.02,0,,
checkout_08751,checkout,production,us-east-1,2026-03-08T01:51:00+00:00,206.98,0,0,1596.3,52.41,61.28,0,,
checkout_08752,checkout,production,us-east-1,2026-03-08T01:52:00+00:00,211.04,1,0,1574.26,47.1,59.83,0,,
checkout_08753,checkout,production,us-east-1,2026-03-08T01:53:00+00:00,208.2,0,0,1507.64,51.3,59.25,0,,
checkout_08754,checkout,production,us-east-1,2026-03-08T01:54:00+00:00,178.53,0,0,1460.99,53.61,58.31,0,,
checkout_08755,checkout,production,us-east-1,2026-03-08T01:55:00+00:00,200.58,0,0,1743.64,47.55,58.24,0,,
checkout_08756,checkout,production,us-east-1,2026-03-08T01:56:00+00:00,184.65,0,0,1623.64,50.07,59.65,0,,
checkout_08757,checkout,production,us-east-1,2026-03-08T01:57:00+00:00,171.03,1,0,1593.4,45.81,57.86,0,,
checkout_08758,checkout,production,us-east-1,2026-03-08T01:58:00+00:00,191.13,0,0,1555.75,52.27,60.19,0,,
checkout_08759,checkout,production,us-east-1,2026-03-08T01:59:00+00:00,194.5,1,0,1607.33,51.16,60.24,0,,
checkout_08760,checkout,production,us-east-1,2026-03-08T02:00:00+00:00,173.47,0,1,1612.33,53.64,59.94,0,,
checkout_08761,checkout,production,us-east-1,2026-03-08T02:01:00+00:00,172.44,0,0,1575.21,54.26,60.05,0,,
checkout_08762,checkout,production,us-east-1,2026-03-08T02:02:00+00:00,193.33,0,0,1711.39,48.74,58.74,0,,
checkout_08763,checkout,production,us-east-1,2026-03-08T02:03:00+00:00,172.91,0,0,1577.11,51.58,59.62,0,,
checkout_08764,checkout,production,us-east-1,2026-03-08T02:04:00+00:00,191.33,0,0,1687.43,50.18,56.69,0,,
checkout_08765,checkout,production,us-east-1,2026-03-08T02:05:00+00:00,189.85,1,0,1634.93,50.13,57.4,0,,
checkout_08766,checkout,production,us-east-1,2026-03-08T02:06:00+00:00,209.82,0,0,1616.43,45.68,59.93,0,,
checkout_08767,checkout,production,us-east-1,2026-03-08T02:07:00+00:00,152.08,0,0,1638.04,44.53,60.32,0,,
checkout_08768,checkout,production,us-east-1,2026-03-08T02:08:00+00:00,177.79,2,1,1718.33,50.44,60.99,0,,
checkout_08769,checkout,production,us-east-1,2026-03-08T02:09:00+00:00,200.65,0,0,1620.09,46.81,58.07,0,,
checkout_08770,checkout,production,us-east-1,2026-03-08T02:10:00+00:00,186.48,0,0,1593.42,50.51,60.17,0,,
checkout_08771,checkout,production,us-east-1,2026-03-08T02:11:00+00:00,179.85,0,0,1661.42,51.76,58.29,0,,
checkout_08772,checkout,production,us-east-1,2026-03-08T02:12:00+00:00,209.49,0,0,1678.63,50.33,60.46,0,,
checkout_08773,checkout,production,us-east-1,2026-03-08T02:13:00+00:00,203.75,0,0,1650.31,54.86,58.61,0,,
checkout_08774,checkout,production,us-east-1,2026-03-08T02:14:00+00:00,184.6,0,0,1599.15,53.4,61.07,0,,
checkout_08775,checkout,production,us-east-1,2026-03-08T02:15:00+00:00,203.32,2,0,1648.79,50.96,54.96,0,,
checkout_08776,checkout,production,us-east-1,2026-03-08T02:16:00+00:00,190.29,0,0,1599.08,51.15,60.41,0,,
checkout_08777,checkout,production,us-east-1,2026-03-08T02:17:00+00:00,202.7,0,0,1723.71,45.9,56.96,0,,
checkout_08778,checkout,production,us-east-1,2026-03-08T02:18:00+00:00,195.86,0,0,1542.85,48.6,59.3,0,,
checkout_08779,checkout,production,us-east-1,2026-03-08T02:19:00+00:00,184.76,0,0,1602.44,51.45,55.87,0,,
checkout_08780,checkout,production,us-east-1,2026-03-08T02:20:00+00:00,177.58,0,0,1533.32,44.54,62.37,0,,
checkout_08781,checkout,production,us-east-1,2026-03-08T02:21:00+00:00,215.0,1,0,1577.33,51.54,61.73,0,,
checkout_08782,checkout,production,us-east-1,2026-03-08T02:22:00+00:00,212.35,0,0,1668.24,48.9,58.92,0,,
checkout_08783,checkout,production,us-east-1,2026-03-08T02:23:00+00:00,202.89,0,0,1609.74,54.96,60.94,0,,
checkout_08784,checkout,production,us-east-1,2026-03-08T02:24:00+00:00,210.2,0,0,1649.92,56.54,60.3,0,,
checkout_08785,checkout,production,us-east-1,2026-03-08T02:25:00+00:00,182.12,0,1,1530.52,50.55,58.76,0,,
checkout_08786,checkout,production,us-east-1,2026-03-08T02:26:00+00:00,196.21,0,0,1614.61,49.74,59.43,0,,
checkout_08787,checkout,production,us-east-1,2026-03-08T02:27:00+00:00,191.73,1,0,1606.62,46.21,58.24,0,,
checkout_08788,checkout,production,us-east-1,2026-03-08T02:28:00+00:00,194.6,1,0,1782.11,49.42,58.42,0,,
checkout_08789,checkout,production,us-east-1,2026-03-08T02:29:00+00:00,184.17,0,0,1808.07,48.1,54.94,0,,
checkout_08790,checkout,production,us-east-1,2026-03-08T02:30:00+00:00,184.45,0,0,1519.48,53.93,57.06,0,,
checkout_08791,checkout,production,us-east-1,2026-03-08T02:31:00+00:00,188.74,2,0,1560.7,49.62,60.81,0,,
checkout_08792,checkout,production,us-east-1,2026-03-08T02:32:00+00:00,185.01,1,0,1545.13,47.19,61.21,0,,
checkout_08793,checkout,production,us-east-1,2026-03-08T02:33:00+00:00,199.89,0,0,1637.34,54.94,61.03,0,,
checkout_08794,checkout,production,us-east-1,2026-03-08T02:34:00+00:00,218.24,1,0,1646.47,49.29,56.03,0,,
checkout_08795,checkout,production,us-east-1,2026-03-08T02:35:00+00:00,199.92,1,0,1653.19,48.44,59.95,0,,
checkout_08796,checkout,production,us-east-1,2026-03-08T02:36:00+00:00,201.68,0,0,1576.79,54.32,56.74,0,,
checkout_08797,checkout,production,us-east-1,2026-03-08T02:37:00+00:00,185.96,2,0,1530.18,51.83,65.59,0,,
checkout_08798,checkout,production,us-east-1,2026-03-08T02:38:00+00:00,186.4,0,0,1701.14,49.26,58.27,0,,
checkout_08799,checkout,production,us-east-1,2026-03-08T02:39:00+00:00,180.8,2,0,1559.44,47.51,58.86,0,,
checkout_08800,checkout,production,us-east-1,2026-03-08T02:40:00+00:00,201.12,1,0,1503.54,54.3,60.98,0,,
checkout_08801,checkout,production,us-east-1,2026-03-08T02:41:00+00:00,196.15,0,0,1688.18,55.75,59.49,0,,
checkout_08802,checkout,production,us-east-1,2026-03-08T02:42:00+00:00,196.08,1,0,1535.95,52.91,59.45,0,,
checkout_08803,checkout,production,us-east-1,2026-03-08T02:43:00+00:00,173.32,0,0,1592.65,48.64,56.94,0,,
checkout_08804,checkout,production,us-east-1,2026-03-08T02:44:00+00:00,198.54,0,0,1755.04,52.31,60.58,0,,
checkout_08805,checkout,production,us-east-1,2026-03-08T02:45:00+00:00,194.26,0,0,1741.71,55.19,60.8,0,,
checkout_08806,checkout,production,us-east-1,2026-03-08T02:46:00+00:00,188.44,0,0,1787.67,53.92,58.91,0,,
checkout_08807,checkout,production,us-east-1,2026-03-08T02:47:00+00:00,178.17,0,0,1675.86,52.16,58.98,0,,
checkout_08808,checkout,production,us-east-1,2026-03-08T02:48:00+00:00,193.67,1,0,1575.65,53.82,59.15,0,,
checkout_08809,checkout,production,us-east-1,2026-03-08T02:49:00+00:00,188.51,0,0,1620.86,53.38,57.41,0,,
checkout_08810,checkout,production,us-east-1,2026-03-08T02:50:00+00:00,186.94,0,0,1727.74,49.75,56.67,0,,
checkout_08811,checkout,production,us-east-1,2026-03-08T02:51:00+00:00,202.11,0,0,1642.86,51.54,58.27,0,,
checkout_08812,checkout,production,us-east-1,2026-03-08T02:52:00+00:00,181.02,0,0,1575.23,57.13,58.97,0,,
checkout_08813,checkout,production,us-east-1,2026-03-08T02:53:00+00:00,167.08,0,0,1659.0,48.46,59.44,0,,
checkout_08814,checkout,production,us-east-1,2026-03-08T02:54:00+00:00,191.81,1,0,1546.03,48.05,58.51,0,,
checkout_08815,checkout,production,us-east-1,2026-03-08T02:55:00+00:00,205.77,0,0,1674.14,48.22,60.15,0,,
checkout_08816,checkout,production,us-east-1,2026-03-08T02:56:00+00:00,198.65,0,0,1680.68,52.44,60.16,0,,
checkout_08817,checkout,production,us-east-1,2026-03-08T02:57:00+00:00,190.59,1,1,1650.28,51.36,61.39,0,,
checkout_08818,checkout,production,us-east-1,2026-03-08T02:58:00+00:00,186.61,0,0,1726.03,48.49,61.81,0,,
checkout_08819,checkout,production,us-east-1,2026-03-08T02:59:00+00:00,209.39,0,0,1615.16,54.36,58.24,0,,
checkout_08820,checkout,production,us-east-1,2026-03-08T03:00:00+00:00,195.38,0,0,1744.82,52.43,59.04,0,,
checkout_08821,checkout,production,us-east-1,2026-03-08T03:01:00+00:00,173.33,0,0,1668.92,48.03,59.84,0,,
checkout_08822,checkout,production,us-east-1,2026-03-08T03:02:00+00:00,192.06,1,0,1629.46,55.96,58.79,0,,
checkout_08823,checkout,production,us-east-1,2026-03-08T03:03:00+00:00,207.85,0,1,1726.54,48.0,59.37,0,,
checkout_08824,checkout,production,us-east-1,2026-03-08T03:04:00+00:00,172.6,1,0,1765.95,49.24,59.73,0,,
checkout_08825,checkout,production,us-east-1,2026-03-08T03:05:00+00:00,197.66,0,0,1695.71,51.9,59.55,0,,
checkout_08826,checkout,production,us-east-1,2026-03-08T03:06:00+00:00,191.44,1,0,1493.03,55.11,55.89,0,,
checkout_08827,checkout,production,us-east-1,2026-03-08T03:07:00+00:00,215.36,0,0,1657.09,55.77,58.18,0,,
checkout_08828,checkout,production,us-east-1,2026-03-08T03:08:00+00:00,195.91,0,0,1552.29,50.11,61.25,0,,
checkout_08829,checkout,production,us-east-1,2026-03-08T03:09:00+00:00,196.38,1,0,1615.1,53.53,61.18,0,,
checkout_08830,checkout,production,us-east-1,2026-03-08T03:10:00+00:00,202.27,0,0,1735.27,49.8,58.51,0,,
checkout_08831,checkout,production,us-east-1,2026-03-08T03:11:00+00:00,193.01,0,1,1685.48,48.31,62.18,0,,
checkout_08832,checkout,production,us-east-1,2026-03-08T03:12:00+00:00,182.16,0,0,1730.08,56.32,55.87,0,,
checkout_08833,checkout,production,us-east-1,2026-03-08T03:13:00+00:00,183.24,1,0,1680.33,50.24,63.96,0,,
checkout_08834,checkout,production,us-east-1,2026-03-08T03:14:00+00:00,213.0,1,0,1761.66,51.17,59.11,0,,
checkout_08835,checkout,production,us-east-1,2026-03-08T03:15:00+00:00,181.78,0,0,1694.8,51.4,59.94,0,,
checkout_08836,checkout,production,us-east-1,2026-03-08T03:16:00+00:00,162.37,0,2,1688.51,45.87,58.8,0,,
checkout_08837,checkout,production,us-east-1,2026-03-08T03:17:00+00:00,175.9,0,0,1814.04,48.25,57.24,0,,
checkout_08838,checkout,production,us-east-1,2026-03-08T03:18:00+00:00,185.96,0,1,1670.99,56.19,60.02,0,,
checkout_08839,checkout,production,us-east-1,2026-03-08T03:19:00+00:00,178.92,0,0,1814.51,48.15,58.95,0,,
checkout_08840,checkout,production,us-east-1,2026-03-08T03:20:00+00:00,191.15,0,0,1732.27,55.54,60.64,0,,
checkout_08841,checkout,production,us-east-1,2026-03-08T03:21:00+00:00,158.94,0,0,1728.46,49.79,62.7,0,,
checkout_08842,checkout,production,us-east-1,2026-03-08T03:22:00+00:00,200.32,1,0,1744.35,49.75,58.67,0,,
checkout_08843,checkout,production,us-east-1,2026-03-08T03:23:00+00:00,189.69,0,0,1736.3,52.67,55.68,0,,
checkout_08844,checkout,production,us-east-1,2026-03-08T03:24:00+00:00,193.89,1,1,1693.04,51.78,62.53,0,,
checkout_08845,checkout,production,us-east-1,2026-03-08T03:25:00+00:00,196.09,1,0,1641.0,54.16,58.28,0,,
checkout_08846,checkout,production,us-east-1,2026-03-08T03:26:00+00:00,145.04,0,1,1665.24,52.98,57.06,0,,
checkout_08847,checkout,production,us-east-1,2026-03-08T03:27:00+00:00,210.61,0,0,1638.27,49.04,61.59,0,,
checkout_08848,checkout,production,us-east-1,2026-03-08T03:28:00+00:00,206.5,1,0,1770.92,52.01,60.34,0,,
checkout_08849,checkout,production,us-east-1,2026-03-08T03:29:00+00:00,159.84,2,0,1752.27,53.17,59.45,0,,
checkout_08850,checkout,production,us-east-1,2026-03-08T03:30:00+00:00,183.54,1,0,1762.91,51.77,62.46,0,,
checkout_08851,checkout,production,us-east-1,2026-03-08T03:31:00+00:00,169.96,0,0,1643.41,53.4,60.52,0,,
checkout_08852,checkout,production,us-east-1,2026-03-08T03:32:00+00:00,208.38,0,0,1590.82,52.52,60.27,0,,
checkout_08853,checkout,production,us-east-1,2026-03-08T03:33:00+00:00,195.3,0,0,1708.83,53.68,59.11,0,,
checkout_08854,checkout,production,us-east-1,2026-03-08T03:34:00+00:00,193.13,0,0,1722.04,52.1,59.58,0,,
checkout_08855,checkout,production,us-east-1,2026-03-08T03:35:00+00:00,213.18,1,0,1683.39,53.54,58.07,0,,
checkout_08856,checkout,production,us-east-1,2026-03-08T03:36:00+00:00,172.08,1,0,1836.53,47.68,61.45,0,,
checkout_08857,checkout,production,us-east-1,2026-03-08T03:37:00+00:00,206.24,1,1,1811.93,51.9,59.29,0,,
checkout_08858,checkout,production,us-east-1,2026-03-08T03:38:00+00:00,180.81,0,0,1661.84,53.98,58.3,0,,
checkout_08859,checkout,production,us-east-1,2026-03-08T03:39:00+00:00,200.11,0,1,1795.81,53.24,61.02,0,,
checkout_08860,checkout,production,us-east-1,2026-03-08T03:40:00+00:00,188.96,1,0,1770.52,52.08,61.52,0,,
checkout_08861,checkout,production,us-east-1,2026-03-08T03:41:00+00:00,196.31,0,0,1688.93,52.46,56.74,0,,
checkout_08862,checkout,production,us-east-1,2026-03-08T03:42:00+00:00,197.17,0,0,1758.54,53.52,60.0,0,,
checkout_08863,checkout,production,us-east-1,2026-03-08T03:43:00+00:00,198.54,0,0,1848.89,56.83,60.73,0,,
checkout_08864,checkout,production,us-east-1,2026-03-08T03:44:00+00:00,201.59,0,1,1690.69,55.6,62.71,0,,
checkout_08865,checkout,production,us-east-1,2026-03-08T03:45:00+00:00,192.75,0,1,1722.54,56.86,58.17,0,,
checkout_08866,checkout,production,us-east-1,2026-03-08T03:46:00+00:00,177.04,0,0,1720.84,46.52,54.13,0,,
checkout_08867,checkout,production,us-east-1,2026-03-08T03:47:00+00:00,208.7,0,0,1876.0,53.73,61.27,0,,
checkout_08868,checkout,production,us-east-1,2026-03-08T03:48:00+00:00,193.16,1,0,1784.12,53.87,58.12,0,,
checkout_08869,checkout,production,us-east-1,2026-03-08T03:49:00+00:00,196.63,0,0,1697.57,52.9,62.32,0,,
checkout_08870,checkout,production,us-east-1,2026-03-08T03:50:00+00:00,212.07,1,0,1742.9,56.74,60.68,0,,
checkout_08871,checkout,production,us-east-1,2026-03-08T03:51:00+00:00,185.01,0,0,1707.64,55.6,62.21,0,,
checkout_08872,checkout,production,us-east-1,2026-03-08T03:52:00+00:00,182.31,0,0,1579.23,51.51,58.01,0,,
checkout_08873,checkout,production,us-east-1,2026-03-08T03:53:00+00:00,193.66,0,0,1863.66,52.41,57.69,0,,
checkout_08874,checkout,production,us-east-1,2026-03-08T03:54:00+00:00,189.92,1,0,1684.77,51.75,61.36,0,,
checkout_08875,checkout,production,us-east-1,2026-03-08T03:55:00+00:00,207.54,0,0,1735.01,52.59,62.71,0,,
checkout_08876,checkout,production,us-east-1,2026-03-08T03:56:00+00:00,189.44,1,0,1690.9,53.46,59.17,0,,
checkout_08877,checkout,production,us-east-1,2026-03-08T03:57:00+00:00,206.37,0,0,1656.25,53.08,61.33,0,,
checkout_08878,checkout,production,us-east-1,2026-03-08T03:58:00+00:00,208.36,0,0,1986.03,54.29,58.59,0,,
checkout_08879,checkout,production,us-east-1,2026-03-08T03:59:00+00:00,188.76,1,0,1789.94,51.2,62.58,0,,
checkout_08880,checkout,production,us-east-1,2026-03-08T04:00:00+00:00,200.52,1,0,1849.06,51.02,56.43,0,,
checkout_08881,checkout,production,us-east-1,2026-03-08T04:01:00+00:00,189.72,0,1,1780.73,52.96,59.94,0,,
checkout_08882,checkout,production,us-east-1,2026-03-08T04:02:00+00:00,213.02,0,0,1779.33,58.6,59.61,0,,
checkout_08883,checkout,production,us-east-1,2026-03-08T04:03:00+00:00,179.51,1,0,1709.8,58.64,60.65,0,,
checkout_08884,checkout,production,us-east-1,2026-03-08T04:04:00+00:00,207.44,0,0,1703.51,54.89,61.57,0,,
checkout_08885,checkout,production,us-east-1,2026-03-08T04:05:00+00:00,218.49,0,1,1714.69,52.03,60.17,0,,
checkout_08886,checkout,production,us-east-1,2026-03-08T04:06:00+00:00,196.28,0,0,1672.53,50.52,64.24,0,,
checkout_08887,checkout,production,us-east-1,2026-03-08T04:07:00+00:00,195.05,1,0,1756.54,54.01,60.18,0,,
checkout_08888,checkout,production,us-east-1,2026-03-08T04:08:00+00:00,188.96,0,0,1727.56,48.47,59.46,0,,
checkout_08889,checkout,production,us-east-1,2026-03-08T04:09:00+00:00,222.43,0,0,1787.24,48.29,61.86,0,,
